frame,label
1,ignore
2,ignore
3,ignore
4,ignore
5,ignore
6,ignore
7,ignore
8,ignore
9,ignore
10,ignore
11,ignore
12,ignore
13,ignore
14,ignore
15,ignore
16,ignore
17,ignore
18,ignore
19,ignore
20,ignore
21,ignore
22,ignore
23,ignore
24,ignore
25,ignore
26,ignore
27,ignore
28,ignore
29,ignore
30,ignore
31,ignore
32,ignore
33,ignore
34,ignore
35,ignore
36,ignore
37,ignore
38,ignore
39,ignore
40,ignore
41,ignore
42,ignore
43,ignore
44,ignore
45,ignore
46,ignore
47,ignore
48,ignore
49,ignore
50,ignore
51,ignore
52,ignore
53,ignore
54,ignore
55,ignore
56,ignore
57,ignore
58,ignore
59,ignore
60,ignore
61,ignore
62,ignore
63,ignore
64,ignore
65,ignore
66,ignore
67,ignore
68,ignore
69,ignore
70,ignore
71,ignore
72,ignore
73,ignore
74,ignore
75,ignore
76,ignore
77,ignore
78,ignore
79,ignore
80,ignore
81,ignore
82,ignore
83,ignore
84,ignore
85,ignore
86,ignore
87,ignore
88,ignore
89,ignore
90,ignore
91,not_fall
92,not_fall
93,not_fall
94,not_fall
95,not_fall
96,not_fall
97,not_fall
98,not_fall
99,not_fall
100,not_fall
101,not_fall
102,not_fall
103,not_fall
104,not_fall
105,not_fall
106,not_fall
107,not_fall
108,not_fall
109,not_fall
110,not_fall
111,not_fall
112,not_fall
113,not_fall
114,not_fall
115,not_fall
116,not_fall
117,not_fall
118,not_fall
119,not_fall
120,not_fall
121,not_fall
122,not_fall
123,not_fall
124,not_fall
125,not_fall
126,not_fall
127,not_fall
128,not_fall
129,not_fall
130,not_fall
131,not_fall
132,not_fall
133,not_fall
134,not_fall
135,not_fall
136,not_fall
137,not_fall
138,not_fall
139,not_fall
140,not_fall
141,not_fall
142,not_fall
143,not_fall
144,not_fall
145,not_fall
146,not_fall
147,not_fall
148,not_fall
149,not_fall
150,not_fall
151,not_fall
152,not_fall
153,not_fall
154,not_fall
155,not_fall
156,not_fall
157,not_fall
158,not_fall
159,not_fall
160,not_fall
161,not_fall
162,fall
163,fall
164,fall
165,fall
166,fall
167,fall
168,fall
169,fall
170,fall
171,fall
172,fall
173,fall
174,fall
175,fall
176,fall
177,fall
178,fall
179,fall
180,fall
181,fall
182,fall
183,fall
184,fall
185,fall
186,fall
187,fall
188,fall
189,fall
190,fall
191,fall
192,fall
193,fall
194,fall
195,fall
196,fall
197,fall
198,fall
199,fall
200,fall
201,fall
202,fall
203,fall
204,fall
205,fall
206,fall
207,fall
208,fall
209,fall
210,fall
211,fall
212,fall
213,fall
214,fall
215,fall
216,fall
217,fall
218,fall
219,fall
220,fall
221,fall
222,fall
223,fall
224,fall
225,fall
226,fall
227,fall
228,fall
229,fall
230,fall
231,fall
232,fall
233,fall
234,fall
235,fall
236,fall
237,fall
238,fall
239,fall
240,fall
241,fall
242,fall
243,fall
244,fall
245,fall
246,fall
247,fall
248,fall
249,fall
250,fall
251,fall
252,fall
253,fall
254,fall
255,fall
256,fall
257,fall
258,fall
259,fall
260,fall
261,not_fall
262,not_fall
263,not_fall
264,not_fall
265,not_fall
266,not_fall
267,not_fall
268,not_fall
269,not_fall
270,not_fall
271,not_fall
272,not_fall
273,not_fall
274,not_fall
275,not_fall
276,not_fall
277,not_fall
278,not_fall
279,not_fall
280,not_fall
281,not_fall
282,not_fall
283,not_fall
284,not_fall
285,not_fall
286,not_fall
287,not_fall
288,not_fall
289,not_fall
290,not_fall
291,not_fall
292,not_fall
293,not_fall
294,not_fall
295,not_fall
296,not_fall
297,not_fall
298,not_fall
299,not_fall
300,not_fall
301,not_fall
302,not_fall
303,not_fall
304,not_fall
305,not_fall
306,not_fall
307,not_fall
308,not_fall
309,not_fall
310,not_fall
311,not_fall
312,not_fall
313,not_fall
314,not_fall
315,not_fall
316,not_fall
317,not_fall
318,not_fall
319,not_fall
320,not_fall
321,not_fall
322,not_fall
323,not_fall
324,not_fall
325,not_fall
326,not_fall
327,not_fall
328,not_fall
329,not_fall
330,not_fall
331,not_fall
332,not_fall
333,not_fall
334,not_fall
335,not_fall
336,not_fall
337,not_fall
338,not_fall
339,not_fall
340,not_fall
341,not_fall
342,not_fall
343,not_fall
344,not_fall
345,not_fall
346,not_fall
347,not_fall
348,not_fall
349,not_fall
350,not_fall
351,not_fall
352,not_fall
353,not_fall
354,not_fall
355,not_fall
356,not_fall
357,not_fall
358,not_fall
359,not_fall
360,not_fall
361,not_fall
362,not_fall
363,not_fall
364,not_fall
365,not_fall
366,not_fall
367,not_fall
368,not_fall
369,not_fall
370,not_fall
371,not_fall
372,not_fall
373,not_fall
374,not_fall
375,not_fall
376,not_fall
377,not_fall
378,not_fall
379,not_fall
380,not_fall
381,not_fall
382,not_fall
383,not_fall
384,not_fall
385,not_fall
386,not_fall
387,not_fall
388,not_fall
389,not_fall
390,not_fall
391,not_fall
392,not_fall
393,not_fall
394,not_fall
395,not_fall
396,not_fall
397,not_fall
398,not_fall
399,not_fall
400,not_fall
401,not_fall
402,not_fall
403,not_fall
404,not_fall
405,not_fall
406,not_fall
407,not_fall
408,not_fall
409,not_fall
410,not_fall
411,not_fall
412,not_fall
413,not_fall
414,not_fall
415,not_fall
416,not_fall
417,not_fall
418,not_fall
419,not_fall
420,not_fall
421,not_fall
422,not_fall
423,not_fall
424,not_fall
425,not_fall
426,not_fall
427,not_fall
428,not_fall
429,not_fall
430,not_fall
431,not_fall
432,not_fall
433,not_fall
434,not_fall
435,not_fall
436,not_fall
437,not_fall
438,not_fall
439,not_fall
440,not_fall
441,not_fall
442,not_fall
443,not_fall
444,not_fall
445,not_fall
446,not_fall
447,not_fall
448,not_fall
449,not_fall
450,not_fall
451,not_fall
452,not_fall
453,not_fall
454,not_fall
455,not_fall
456,not_fall
457,not_fall
458,not_fall
459,not_fall
460,not_fall
461,not_fall
462,not_fall
463,not_fall
464,not_fall
465,not_fall
466,not_fall
467,not_fall
468,not_fall
469,not_fall
470,not_fall
471,not_fall
472,not_fall
473,not_fall
474,not_fall
475,not_fall
476,not_fall
477,not_fall
478,not_fall
479,not_fall
480,not_fall
481,fall
482,fall
483,fall
484,fall
485,fall
486,fall
487,fall
488,fall
489,fall
490,fall
491,fall
492,fall
493,fall
494,fall
495,fall
496,fall
497,fall
498,fall
499,fall
500,fall
501,fall
502,fall
503,fall
504,fall
505,fall
506,fall
507,fall
508,fall
509,fall
510,fall
511,fall
512,fall
513,fall
514,fall
515,fall
516,fall
517,fall
518,fall
519,fall
520,fall
521,not_fall
522,not_fall
523,not_fall
524,not_fall
525,not_fall
526,not_fall
527,not_fall
528,not_fall
529,not_fall
530,not_fall
531,not_fall
532,not_fall
533,not_fall
534,not_fall
535,not_fall
536,not_fall
537,not_fall
538,not_fall
539,not_fall
540,not_fall
541,not_fall
542,not_fall
543,not_fall
544,not_fall
545,not_fall
546,not_fall
547,not_fall
548,not_fall
